,0,1,2,3
0,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
1,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
2,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
3,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
4,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
5,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
6,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
7,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
8,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
9,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
10,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
11,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
12,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
13,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
14,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
15,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
16,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
17,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
18,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
19,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
20,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
21,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
22,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
23,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
24,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
25,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
26,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
27,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
28,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
29,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
30,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
31,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
32,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
33,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
34,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
35,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
36,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
37,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
38,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
39,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
40,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
41,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
42,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
43,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
44,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
45,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
46,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
47,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
48,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
49,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
50,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
51,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
52,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
53,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
54,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
55,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
56,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
57,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
58,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
59,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
60,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
61,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
62,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
63,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
64,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
65,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
66,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
67,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
68,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
69,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
70,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
71,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
72,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
73,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
74,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
75,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
76,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
77,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
78,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
79,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
80,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
81,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
82,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
83,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
84,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
85,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
86,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
87,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
88,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
89,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
90,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
91,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
92,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
93,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
94,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
95,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
96,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
97,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
98,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
99,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
100,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
101,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
102,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
103,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
104,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
105,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
106,,,"0.00,1.00,0.00,0.00,0.00,0.00","1.000,NaN,NaN,NaN,NaN,NaN"
